CompoundName,MolecularFormula,ExactMass,MonoMass,SMILES,kingdom,superklass,klass,subklass
Mucronine D,C37H51N5O6,661.3839344,661.3839344,CCC(C)C1NC(=O)C2C(CCN2C(=O)C(CC(C)C)NC(=O)C(CC2=CC=CC=C2)N(C)C)OC2=CC=C(OC)C(=C2)\C=C/NC1=O,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
Kaempferol 3-(2''-3''-diacetyl-4''-p-coumaroylrhamnoside),C34H30O14,662.1635556,662.1635557,CC1OC(OC2=C(OC3=CC(O)=CC(O)=C3C2=O)C2=CC=C(O)C=C2)C(OC(C)=O)C(OC(C)=O)C1OC(=O)\C=C\C1=CC=C(O)C=C1,NULL,NULL,NULL,NULL
5'-5'''-8-8''-Tetrahydroxy-3'-3'''-4'-4'''-7'-7''-hexamethoxy-5-5''-biflavan,C36H38O12,662.2363267,662.2363267,COC1=CC(=CC(O)=C1OC)C1CCC2=C(O1)C(O)=C(OC)C=C2C1=CC(OC)=C(O)C2=C1CCC(O2)C1=CC(O)=C(OC)C(OC)=C1,NULL,NULL,NULL,NULL
Artonin X,C40H38O9,662.2515828,662.2515828,CC(C)=CCC1=C(O)C=CC(C(=O)C2C(CC(C)=CC2C2=C(O)C(=CC=C2O)C(=O)\C=C\C2=CC=C(O)C=C2)C2=CC=C(O)C=C2O)=C1O,Organic compounds,Phenylpropanoids and polyketides,Diarylheptanoids,Linear diarylheptanoids
1-Acetyl-3-27-dihydroxywitha-5-24-dienolide 3-glucoside,C36H54O11,662.3666126,662.3666126,CC(C1CCC2C3CC=C4CC(CC(OC(C)=O)C4(C)C3CCC12C)OC1OC(CO)C(O)C(O)C1O)C1CC(C)=C(CO)C(=O)O1,NULL,NULL,NULL,NULL
Physalolactone B 3-glucoside,C36H54O11,662.3666126,662.3666126,CC(=O)OC1CC(CC2=CCC3C4CCC(C(C)(O)C5CC(C)=C(C)C(=O)O5)C4(C)CCC3C12C)OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Goyaglycoside c,C38H62O9,662.4393836,662.4393836,COC1OC23C=CC4C5(C)CCC(C(C)C\C=C\C(C)(C)OC)C5(C)CCC14C2CCC(OC1OC(CO)C(O)C(O)C1O)C3(C)C,NULL,NULL,NULL,NULL
caffeoyl hexose,C46H78O2,662.6001818,662.6001818,[H]\C(CCCCC)=C(/[H])C\C([H])=C(\[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)C(C1)=CC[C@@]1([H])[C@]3([H])CC[C@]([H])([C@]([H])(C)CC[C@@]([H])(C)C(C)C)[C@@]3(C)CC[C@]21[H],NULL,NULL,NULL,NULL
Campesteryl linoleate,C46H78O2,662.6001818,662.6001817,CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCC(C)C(C)C,NULL,NULL,NULL,NULL
Fenugreekine,C21H27N7O14P2,663.1091226,663.1091216,NC(=O)C1=NC(=CC=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN=C3N)[C@@H](O)[C@H]1O,NULL,NULL,NULL,NULL
NAD+,C21H27N7O14P2,663.1091226,663.1091216,[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=CC(=C3)C(O)=N)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,NULL,NULL,NULL,NULL
Zucchini factor B,C44H57NO4,663.4287593,663.4287593,CC1(COC(=O)C2=CC=CC=C2)CCC2(C)CCC3(C)C4=CCC5C(C)(C)C(CCC5(C)C4=CCC3(C)C2C1)OC(=O)C1=CC=C(N)C=C1,NULL,NULL,NULL,NULL
nicotinate adenine dinucleotide,C21H26N6O15P2,664.0931382,665.1009622,NC1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]4O[C@H]([C@H](O)[C@@H]4O)[N+]4=CC=CC(=C4)C(O)=O)[C@@H](O)[C@H]3O)C2=NC=N1,NULL,NULL,NULL,NULL
ent-Epiafzelechin(2a->7-4a->8)epiafzelechin 3-(4-hydroxybenzoic acid),C37H28O12,664.1580763,664.1580764,OC1CC2=C(OC1C1=CC=C(O)C=C1)C1=C(OC3(OC4=C(C1C3OC(=O)C1=CC=C(O)C=C1)C(O)=CC(O)=C4)C1=CC=C(O)C=C1)C=C2O,NULL,NULL,NULL,NULL
2'-7-Dihydroxy-4'-methoxy-8-prenylflavan 2'-7-diglucoside,C33H44O14,664.2731061,664.2731061,COC1=CC(OC2OC(CO)C(O)C(O)C2O)=C(C=C1)C1CCC2=C(O1)C(CC=C(C)C)=C(OC1OC(CO)C(O)C(O)C1O)C=C2,NULL,NULL,NULL,NULL
Phytolaccasaponin G,C36H56O11,664.3822626,664.3822626,COC(=O)C1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC34C)C2C1)C(O)=O,NULL,NULL,NULL,NULL
Elatoside G,C36H56O11,664.3822626,664.3822626,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(O)C(O)C6O)C(O)=O)C(C)(CO)C5CCC34C)C2C1)C(O)=O,Organic compounds,Lipids and lipid-like molecules,Prenol lipids,Terpene glycosides
3-O-trans-Feruloyleuscaphic acid,C40H56O8,664.3975188,664.3975188,COC1=C(O)C=CC(\C=C\C(=O)OC2C(O)CC3(C)C(CCC4(C)C3CC=C3C5C(C)(O)C(C)CCC5(CCC43C)C(O)=O)C2(C)C)=C1,NULL,NULL,NULL,NULL
5-5'-diferulic acid,C46H80O2,664.6158318,664.6158318,[H]\C(CCCCC)=C(/[H])C\C([H])=C(\[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@]([H])(C)CC[C@@]([H])(C)C(C)C)[C@@]4(C)CC[C@]23[H])C1,NULL,NULL,NULL,NULL
8-5'-diferulic acid,C46H80O2,664.6158318,664.6158318,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)C(C1)=CC[C@@]1([H])[C@]3([H])CC[C@]([H])([C@]([H])(C)CC[C@@]([H])(C)C(C)C)[C@@]3(C)CC[C@]21[H],NULL,NULL,NULL,NULL
alpha-Amyrin palmitate,C46H80O2,664.6158318,664.6158318,[H][C@@]12[C@@H](C)[C@H](C)CC[C@]1(C)CC[C@]1(C)C2=CCC2[C@@]3(C)CC[C@H](OC(=O)CCCCCCCCCCCCCCC)C(C)(C)C3CC[C@@]12C,NULL,NULL,NULL,NULL
beta-Amyrin palmitate,C46H80O2,664.6158318,664.6158318,CCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C)CCC32C)C1(C)C,NULL,NULL,NULL,NULL
Campesteryl elaidate,C46H80O2,664.6158318,664.6158318,CCCCCCCC\C=C/CCCCCCCC(=O)OC1CCC2(C)C3CCC4(C)C(CCC4C3CC=C2C1)C(C)CCC(C)C(C)C,NULL,NULL,NULL,NULL
Sambuculin A,C46H80O2,664.6158318,664.6158318,CCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(CCC3(C)C2CCC2C4C(CCC4(C)CCC32C)C(C)=C)C1(C)C,NULL,NULL,NULL,NULL
Taraxasterol palmitate,C46H80O2,664.6158318,664.6158318,CCCCCCCCCCCCCCCC(=O)OC1CCC2(C)C(CCC3(C)C2CCC2C4C(C)C(=C)CCC4(C)CCC32C)C1(C)C,NULL,NULL,NULL,NULL
NADH,C21H29N7O14P2,665.1247726,665.1247717,NC1=C2N=CN(C3OC(COP(O)(=O)OP(O)(=O)OCC4OC(C(O)C4O)N4C=CCC(=C4)C(O)=N)C(O)C3O)C2=NC=N1,Organic compounds,"Nucleosides, nucleotides, and analogues",(5'->5')-dinucleotides,NULL
Jubanine C,C39H47N5O5,665.3577196,665.3577196,CCC(C)C(N(C)C)C(=O)N1CCCC1C(=O)NC1C(OC2=CC=C(C=C2)\C=C/NC(=O)C(CC2=CC=CC=C2)NC1=O)C1=CC=CC=C1,Organic compounds,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues"
(3''-Apiosyl-6''-malonyl)astragalin,C29H30O18,666.1432141,666.1432142,OCC1(O)COC(OC2C(O)C(COC(=O)CC(O)=O)OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)C2O)C1O,NULL,NULL,NULL,NULL
Luteolin 7-O-(2-apiosyl-6-malonyl)-glucoside,C29H30O18,666.1432141,666.1432142,OC[C@@]1(O)CO[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](COC(=O)CC(O)=O)O[C@H]2OC2=CC(O)=C3C(=O)C=C(OC3=C2)C2=CC=C(O)C(O)=C2)[C@@H]1O,NULL,NULL,NULL,NULL
7-(4-Carboxy-3-hydroxy-3-methylbutanoyl)sudachitin 4'-glucoside,C30H34O17,666.1795996,666.1795997,COC1=C(OC2OC(CO)C(O)C(O)C2O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC(=O)CC(C)(O)CC(O)=O)C(OC)=C2O1,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides
Naringin 6''-malonate,C30H34O17,666.1795996,666.1795996,CC1OC(OC2C(O)C(O)C(COC(=O)CC(O)=O)OC2OC2=CC3=C(C(=O)CC(O3)C3=CC=C(O)C=C3)C(O)=C2)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Peonidin acetyl 3-5-diglucoside,C30H34O17,666.1795996,667.1874247,COC1=C(O)C=CC(=C1)C1=[O+]C2=CC(O)=CC(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C2C=C1O[C@@H]1O[C@H](COC(C)=O)[C@@H](O)[C@H](O)[C@H]1O,NULL,NULL,NULL,NULL
Sudachiin B,C30H34O17,666.1795996,666.1795997,COC1=C(OC2OC(COC(=O)CC(C)(O)COC=O)C(O)C(O)C2O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(O)C(OC)=C2O1,NULL,NULL,NULL,NULL
Sudachiin C,C30H34O17,666.1795996,666.1795997,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C(OC)=C(OC3OC(COC(=O)CC(C)(O)COC=O)C(O)C(O)C3O)C(OC)=C2O1,NULL,NULL,NULL,NULL
Maltotetraose,C24H42O21,666.2218584,666.2218584,OCC1OC(OC2C(O)C(O)C(OC3C(O)C(O)C(OC4C(O)C(O)C(O)OC4CO)OC3CO)OC2CO)C(O)C(O)C1O,Organic compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides
Mannan,C24H42O21,666.2218584,666.2218584,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@H](O)[C@H](O[C@@H]4[C@H](O)[C@H](O)[C@H](O)O[C@@H]4CO)O[C@@H]3CO)O[C@@H]2CO)[C@@H](O)[C@@H](O)[C@@H]1O,Organic compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides
Stachyose,C24H42O21,666.2218584,666.2218584,OCC1OC(CO)(OC2OC(COC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,Organic compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,Oligosaccharides
Sesamose,C24H42O21,666.2218584,666.2218584,OCC1OC(OCC2OC(CO)(OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Coroloside,C35H54O12,666.3615272,666.3615272,CC1OC(CC(O)C1OC1OC(CO)C(O)C(O)C1O)OC1CCC2(C)C(CCC3C2CCC2(C)C(CCC32O)C2=CC(=O)OC2)C1,NULL,NULL,NULL,NULL
Cyclopassifloside VI,C36H58O11,666.3979127,666.3979127,CC(C)C(=O)CC(O)C(C)C1CCC2(C)C3CCC4C5(CC35CCC12C)C(O)CC(O)C4(C)C(=O)OC1OC(CO)C(O)C(O)C1O,NULL,NULL,NULL,NULL
Lucyoside R,C36H58O11,666.3979127,666.3979127,CC1(C)CC2C3=CCC4C5(C)CC(O)C(OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC2(CC1O)C(O)=O,NULL,NULL,NULL,NULL
Notoginsenoside T2,C37H62O10,666.4342982,666.4342982,COC(\C=C(/C)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(CC21C)OC1OC(CO)C(O)C(O)C1O)C1OC1(C)C,NULL,NULL,NULL,NULL
Glycerol 1-2-didodecanoate 3-tetradecanoate,C41H78O6,666.5798402,666.5798402,CCCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC)OC(=O)CCCCCCCCCCC,NULL,NULL,NULL,NULL
campestanyl ferulate,C46H82O2,666.6314819,666.6314819,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)[C@@]([H])(CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@]([H])(C)CC[C@@]([H])(C)C(C)C)[C@@]4(C)CC[C@]23[H])C1,NULL,NULL,NULL,NULL
Neoacrimarine B,C39H41NO9,667.2781319,667.2781319,COC1=C(C2CC(C)(C)OC3=C2C(O)=C2C=C(C(=O)OC2=C3C(C)(C)C=C)C(C)(C)C=C)C2=C(C(O)=C1)C(=O)C1=C(N2)C(OC)=C(O)C=C1,NULL,NULL,NULL,NULL
Ichangic acid 17-beta-D-glucopyranoside,C32H44O15,668.2680207,668.2680207,CC(C)(O)C1CC(=O)C2(C)C(CCC(C)(C(OC3OC(CO)C(O)C(O)C3O)C3=COC=C3)C22OC2C(O)=O)C11COC(=O)CC1O,NULL,NULL,NULL,NULL
Isolimonic acid glucoside,C32H44O15,668.2680207,668.2680207,CC1(C)OCC2(C(O)CC(O)=O)C1CC(=O)C1(C)C2CCC(C)(C(OC2OC(CO)C(O)C(O)C2O)C2=COC=C2)C11OC1C(O)=O,NULL,NULL,NULL,NULL
Myricanol 5-[arabinosyl-(1->6)-glucoside],C32H44O15,668.2680207,668.2680207,COC1=C(OC2OC(COC3OC(O)(CO)C(O)C3O)C(O)C(O)C2O)C2=CC(=C1OC)C1=C(O)C=CC(CCC(O)CCCC2)=C1,NULL,NULL,NULL,NULL
Tejedine,C38H40N2O9,668.2733809,668.2733809,COC(=O)C1=CC(OC2=CC=C(CC3N(C)CCC4=CC(OC)=C(OC)C(OC5=C(OC)C=C6CCN(C)C(=O)C6=C5)=C34)C=C2)=C(O)C=C1,NULL,NULL,NULL,NULL
N-(2R-Hydroxytricosanoyl)-2S-amino-1-3S-4R-octadecanetriol,C41H83NO5,669.6271248,669.6271248,CCCCCCCCCCCCCCCCCCCCCC(O)C(=O)NC(CO)C(O)C(O)CCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
(R)-Skyrin 2-arabinoside,C35H26O14,670.1322555,670.1322555,CC1=CC(O)=C2C(=O)C3=C(C(=O)C2=C1)C(=C(OC1OCC(O)C(O)C1O)C=C3O)C1=C2C(=O)C3=C(C(O)=CC(C)=C3)C(=O)C2=C(O)C=C1O,NULL,NULL,NULL,NULL
Spinacetin 3-gentiobioside,C29H34O18,670.1745142,670.1745143,COC1=CC(=CC=C1O)C1=C(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(=O)C2=C(O1)C=C(O)C(OC)=C2O,Organic compounds,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides
Citbismine B,C36H34N2O11,670.2162599,670.2162599,COC1=CC2=C(C(O)=C1C1C(OC3=C1C1=C(C(O)=C3)C(=O)C3=C(N1C)C(OC)=C(O)C=C3)C(C)(C)O)C(=O)C1=C(N2)C(OC)=C(OC)C=C1,NULL,NULL,NULL,NULL
Citbismine E,C36H34N2O11,670.2162599,670.2162599,COC1=CC2=C(C(O)=C1C1C(OC3=C1C1=C(C(O)=C3)C(=O)C3=C(N1C)C(OC)=C(O)C=C3)C(C)(C)O)C(=O)C1=C(N2C)C(OC)=C(O)C=C1,NULL,NULL,NULL,NULL
Ginsenoside Rh6,C36H62O11,670.4292128,670.4292128,CC(C)(OO)\C=C\CC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(O)CC21C,NULL,NULL,NULL,NULL
PA(16:0/18:3(6Z-9Z-12Z)),C37H67O8P,670.4573561,670.4573561,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC,NULL,NULL,NULL,NULL
PA(16:0/18:3(9Z-12Z-15Z)),C37H67O8P,670.4573561,670.4573561,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC,NULL,NULL,NULL,NULL
4-[N-(p-Coumaroyl)serotonin-4''-yl]-N-feruloylserotonin,C39H36N4O7,672.2583995,672.2583995,COC1=C(O)C=CC(\C=C\C(=O)NCCC2=CNC3=C2C(=C(O)C=C3)C2=C(O)C=CC3=C2C(CCNC(=O)\C=C\C2=CC=C(O)C=C2)=CN3)=C1,NULL,NULL,NULL,NULL
PA(16:0/18:2(9Z-12Z)),C37H69O8P,672.4730062,672.4730057,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCC=CCC=CCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
DG(18:3(6Z-9Z-12Z)/22:1(13Z)/0:0),C43H76O5,672.5692755,672.5692755,[H][C@](CO)(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
DG(18:3(9Z-12Z-15Z)/22:1(13Z)/0:0),C43H76O5,672.5692755,672.5692755,[H][C@](CO)(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
DG(22:1(13Z)/18:3(6Z-9Z-12Z)/0:0),C43H76O5,672.5692755,672.5692755,[H][C@](CO)(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCC=CCC=CCC=CCCCCC,NULL,NULL,NULL,NULL
DG(22:1(13Z)/18:3(9Z-12Z-15Z)/0:0),C43H76O5,672.5692755,672.5692755,[H][C@](CO)(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCC=CCC,NULL,NULL,NULL,NULL
triferuloyl spermidine,C37H43N3O9,673.29993,673.29993,COC1=CC(C=CC(=O)NCCCCN(CCCNC(=O)C=CC2=CC=C(O)C(OC)=C2)C(=O)C=CC2=CC=C(O)C(OC)=C2)=CC=C1O,NULL,NULL,NULL,NULL
PA(16:0/18:1(11Z)),C37H71O8P,674.4886562,674.4886558,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCC=CCCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
PA(16:0/18:1(9Z)),C37H71O8P,674.4886562,674.4886558,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCC=CCCCCCCCC,Organic compounds,Lipids and lipid-like molecules,Glycerophospholipids,Glycerophosphates
DG(18:2(9Z-12Z)/22:1(13Z)/0:0),C43H78O5,674.5849256,674.5849256,[H][C@](CO)(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
DG(18:3(6Z-9Z-12Z)/22:0/0:0),C43H78O5,674.5849256,674.5849256,[H][C@](CO)(COC(=O)CCCCC=CCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
DG(18:3(9Z-12Z-15Z)/22:0/0:0),C43H78O5,674.5849256,674.5849256,[H][C@](CO)(COC(=O)CCCCCCCC=CCC=CCC=CCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
DG(22:0/18:3(6Z-9Z-12Z)/0:0),C43H78O5,674.5849256,674.5849256,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCC=CCC=CCC=CCCCCC,NULL,NULL,NULL,NULL
DG(22:0/18:3(9Z-12Z-15Z)/0:0),C43H78O5,674.5849256,674.5849256,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCC=CCC,NULL,NULL,NULL,NULL
DG(22:1(13Z)/18:2(9Z-12Z)/0:0),C43H78O5,674.5849256,674.5849256,[H][C@](CO)(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,NULL,NULL,NULL,NULL
24-methylenecycloartanyl ferulate,C47H78O2,674.6001818,674.6001818,[H]\C(CC)=C(/[H])C\C([H])=C(\[H])C\C([H])=C(\[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)C(C1)=CC[C@@]1([H])[C@]3([H])CC[C@]([H])([C@]([H])(C)CC[C@@]([H])(CC)C(C)C)[C@@]3(C)CC[C@]21[H],NULL,NULL,NULL,NULL
campesteryl-16:0,C47H78O2,674.6001818,674.6001818,[H]\C(CCCCC)=C(/[H])C\C([H])=C(\[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)C(C1)=CC[C@@]1([H])[C@]3([H])CC[C@]([H])([C@]([H])(C)C(\[H])=C(/[H])[C@@]([H])(CC)C(C)C)[C@@]3(C)CC[C@]21[H],NULL,NULL,NULL,NULL
Acidissiminin epoxide,C43H65NO5,675.4862742,675.4862742,CCCCCCCCCCCCCCCCCC(=O)OC(CC1OC1(C)C)C(\C)=C\COC1=CC=C(CCNC(=O)C2=CC=CC=C2)C=C1,NULL,NULL,NULL,NULL
Artonin D,C40H36O10,676.2308474,676.2308474,CC1=CC(C(C(C1)C1=C(O)C=C(O)C=C1)C(=O)C1=C(O)C2=C(OC(C)(C)C=C2)C=C1)C1=C(O)C=CC(C(=O)\C=C\C2=C(O)C=C(O)C=C2)=C1O,NULL,NULL,NULL,NULL
5'-8-8''-Trihydroxy-3'-3'''-4'-4'''-5'''-7'-7''-heptamethoxy-5-5''-biflavan,C37H40O12,676.2519767,676.2519767,COC1=CC(=CC(O)=C1OC)C1CCC2=C(O1)C(O)=C(OC)C=C2C1=CC(OC)=C(O)C2=C1CCC(O2)C1=CC(OC)=C(OC)C(OC)=C1,NULL,NULL,NULL,NULL
Gingerglycolipid A,C33H56O14,676.3670065,676.3670065,CC\C=C/C\C=C/C\C=C/CCCCCCCC(=O)OCC(O)COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,Organic compounds,Lipids and lipid-like molecules,Glycerolipids,Glycosylglycerols
(S)-Nerolidol 3-O-[a-L-Rhamnopyranosyl-(1->4)-a-L-rhamnopyranosyl-(1->2)-b-D-glucopyranoside],C33H56O14,676.3670065,676.3670065,CC1OC(OC2C(C)OC(OC3C(O)C(O)C(CO)OC3OC(C)(CC\C=C(/C)CCC=C(C)C)C=C)C(O)C2O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
(S)-Nerolidol 3-O-[a-L-rhamnopyranosyl-(1->4)-a-L-rhamnopyranosyl-(1->6)-b-D-glucopyranoside],C33H56O14,676.3670065,676.3670065,CC1OC(OC2C(C)OC(OCC3OC(OC(C)(CC\C=C(/C)CCC=C(C)C)C=C)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,NULL,NULL,NULL,NULL
PA(16:0/18:0),C37H73O8P,676.5043063,676.5043063,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(O)=O)OC(=O)CCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
DG(18:1(11Z)/22:1(13Z)/0:0),C43H80O5,676.6005757,676.6005757,CCCCCCCCC=CCCCCCCCCCCCC(=O)O[C@@H](CO)COC(=O)CCCCCCCCCC=CCCCCCC,NULL,NULL,NULL,NULL
DG(18:1(9Z)/22:1(13Z)/0:0),C43H80O5,676.6005757,676.6005757,[H][C@](CO)(COC(=O)CCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
DG(18:2(9Z-12Z)/22:0/0:0),C43H80O5,676.6005757,676.6005757,[H][C@](CO)(COC(=O)CCCCCCCC=CCC=CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,NULL,NULL,NULL,NULL
DG(20:1(11Z)/20:1(11Z)/0:0),C43H80O5,676.6005757,676.6005757,[H][C@](CO)(COC(=O)CCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
DG(20:1(11Z)/20:1(13Z)/0:0),C43H80O5,676.6005757,676.6005757,[H][C@](CO)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
DG(20:1(13Z)/20:1(11Z)/0:0),C43H80O5,676.6005757,676.6005757,[H][C@](CO)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCC\C=C/CCCCCCCC,NULL,NULL,NULL,NULL
DG(20:1(13Z)/20:1(13Z)/0:0),C43H80O5,676.6005757,676.6005757,[H][C@](CO)(COC(=O)CCCCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCC\C=C/CCCCCC,NULL,NULL,NULL,NULL
DG(22:0/18:2(9Z-12Z)/0:0),C43H80O5,676.6005757,676.6005757,[H][C@](CO)(COC(=O)CCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCC=CCC=CCCCCC,NULL,NULL,NULL,NULL
DG(22:1(13Z)/18:1(11Z)/0:0),C43H80O5,676.6005757,676.6005757,[H][C@](CO)(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCCCC=CCCCCCC,NULL,NULL,NULL,NULL
DG(22:1(13Z)/18:1(9Z)/0:0),C43H80O5,676.6005757,676.6005757,[H][C@](CO)(COC(=O)CCCCCCCCCCCC=CCCCCCCCC)OC(=O)CCCCCCCC=CCCCCCCCC,NULL,NULL,NULL,NULL
campestanyl-16:0,C47H80O2,676.6158318,676.6158318,[H]\C(CCCCC)=C(/[H])C\C([H])=C(\[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)C(C1)=CC[C@@]1([H])[C@]3([H])CC[C@]([H])([C@]([H])(C)CC[C@@]([H])(CC)C(C)C)[C@@]3(C)CC[C@]21[H],NULL,NULL,NULL,NULL
sitosteryl-16:0,C47H80O2,676.6158318,676.6158318,[H]\C(CCCCCCCC)=C(/[H])CCCCCCCC(=O)O[C@@]1([H])CC[C@@]2(C)C(C1)=CC[C@@]1([H])[C@]3([H])CC[C@]([H])([C@]([H])(C)C(\[H])=C(/[H])[C@@]([H])(CC)C(C)C)[C@@]3(C)CC[C@]21[H],NULL,NULL,NULL,NULL
